Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
3276637,"Bones of the Hills (Conqueror, #3)",Conn Iggulden,"Iggulden, Conn",,"=""0007201788""","=""9780007201785""",3,4.38,HarperCollins,Hardcover,518,2008,2009,2018/05/05,2018/04/21,historical-fiction,historical-fiction (#28),read,,,,1,0
13928,"Daughter of the Forest  (Sevenwaters, #1)",Juliet Marillier,"Marillier, Juliet",,"=""""","=""""",0,4.29,Tom Doherty Associates,Mass Market Paperback,554,2002,1999,,2018/05/16,to-read,to-read (#24),to-read,,,,0,0
30841984,"Kings of the Wyld (The Band, #1)",Nicholas Eames,"Eames, Nicholas",,"=""0316362476""","=""9780316362474""",0,4.27,Orbit,Paperback,502,2017,2017,,2018/04/21,to-read,to-read (#23),to-read,,,,0,0
13616278,"The Red Knight (The Traitor Son Cycle, #1)",Miles  Cameron,"Cameron, Miles",,"=""0575113294""","=""9780575113299""",1,4.10,Gollancz,Paperback,650,2012,2012,,2018/04/21,,,read,"The frequent and numerous switching POV really breaks the storytelling.  The chapters felt completely meaningless as each chapter was divided into these disjointed POVs - either do away with the chapters or respect their boundaries. <br/><br/>Despite the early promising start, the entire narrative lost its cohesiveness and simply splattered into confusion like diarrhea.  ",,,1,0
27221110,The Paper Menagerie and Other Stories,Ken Liu,"Liu, Ken",,"=""1481424378""","=""9781481424370""",3,4.36,Gallery / Saga Press,ebook,464,2016,2016,2012/09/03,2012/09/03,fiction,fiction (#116),read,,,,1,0
19380,Candide,Voltaire,"Voltaire, Voltaire","Rockwell Kent, Walter Jerrold, Don Hagen, Sara Gioacchino Corcos","=""0486266893""","=""9780486266893""",2,3.76,"Dover Publications, Incorporated",Paperback,129,1991,1759,,2018/04/08,,,read,,,,2,0
526307,Pandora's Star (Commonwealth Saga #1),Peter F. Hamilton,"Hamilton, Peter F.",,"=""0345479211""","=""9780345479211""",0,4.23,Del Rey,Mass Market Paperback,988,2005,2004,,2018/04/04,to-read,to-read (#22),to-read,,,,0,0
38730223,A Hero Born (Legends of Condor Heroes #1),Jin Yong,"Yong, Jin",,"=""0857053019""","=""9780857053015""",0,3.98,Quercus Publishing ,Paperback,464,2018,1957,,2018/02/23,to-read,to-read (#21),to-read,,,,0,0
12090646,Infinite Kung Fu,Kagan McLeod,"McLeod, Kagan",,"=""189183083X""","=""9781891830839""",3,4.01,Top Shelf Productions,Paperback,464,2011,2011,2018/02/10,2018/01/21,,,read,,,,1,0
6096829,The Collected Essex County,Jeff Lemire,"Lemire, Jeff",,"=""160309038X""","=""9781603090384""",2,4.32,Top Shelf Productions,Paperback,512,2009,2009,2018/01/17,2018/01/16,,,read,,,,2,0
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",2,4.34,Grand Central Publishing,Kindle Edition,496,2017,2017,2018/01/09,2017/12/28,,,read,,,,1,0
35601835,"Punishment (Detective Barnes, #1)",Scott J. Holliday,"Holliday, Scott J.",,"=""1542097444""","=""9781542097444""",3,3.76,Thomas & Mercer,Kindle Edition,235,2018,2018,2018/01/03,2018/01/01,,,read,,,,1,0
16096968,"The Core (The Demon Cycle, #5)",Peter V. Brett,"Brett, Peter V.",,"=""0345531507""","=""9780345531506""",2,4.17,Del Rey,Hardcover,781,2017,2017,2017/10/02,2015/09/26,,,read,"A decent ending to the series, though not particularly satisfying if you were looking for a good explanation or answers to some of the mysteries involved.  I'd stop short of calling it a deus-ex though it did approach something close to it... <br/><br/>Part of the problem in here is now the sheer <b>number of characters</b>.  The scope of the story is now wider than before, and that wideness makes it a bit shallow in terms of storytelling.  The original main character, Arlen, is still now one-of-many.  I understand the necessity of this - more people need to have their actions shown - but he still receives very little time.  <br/><br/>Some <b>threads get tied up</b> pretty well - It's good to see the various squabbling factions putting their differences aside out of necessity, or at least resolve them for a little while.  The looming threat's importance is made quite clear to everyone. <br/><br/>While it's always great to see strong female leads in a story, it needs to be balanced out properly to give it some context. In my opinion, this series has not done well in that aspect and has gone for the easier approach of  ""<b>woman smart, man dumb</b>"" trope - the male leads are either gone or relegated to background roles; those that stick around are constantly being put down or shouted at.  Reminds me of the Wheel of Time series - minus the braid tugging and sniffing.<br/><br/>The <b>'tension'</b> of the previous books is gone.  The humans have gotten better at fighting the demons so the original fear that pervaded demon encounters was now a matter of just getting the encounter over with while everyone draws wards faster than breathing.  However this was to be expected, after all it was Arlen and Rojer's purpose to make people stronger by giving them the necessary tools.<br/><br/>The conversations between <b>Jardir and Arlen</b> were well done - the constant undercurrent of challenge and rivalry was well written as their stories progressed.  They have matured well through their experiences over time and with each other.  But as I said before - <b>not much screen time</b> or development!  It's not enjoyable when a series goes from 1 protagonist to 20, much more preferable when this is done from book 1 rather than book 3, because the expectation is usually set early on. <br/><br/>Overall - nowhere near the hyped 5* reviews this book is currently receiving, but not so bad either.  A good simple series to read.",,,1,0
25501349,"Unexpected Rain (The Dome Trilogy, Book 1)",Jason W. LaPier,"LaPier, Jason W.",,"=""""","=""""",0,3.55,HarperVoyager,Kindle Edition,320,2015,2010,,2017/12/19,to-read,to-read (#20),to-read,,,,0,0
10039968,"Dragons of Autumn Twilight (Dragonlance: Chronicles, #1)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""078695437X""","=""9780786954377""",0,4.01,Wizards of the Coast ,Kindle Edition,426,2010,1984,2017/12/16,2017/12/10,,,read,,,,1,0
33149088,"Say You're Sorry (Morgan Dane, #1)",Melinda Leigh,"Leigh, Melinda",,"=""1503948706""","=""9781503948709""",1,4.08,Montlake Romance,Paperback,330,2017,2017,2017/12/10,2017/12/10,,,read,,,,1,0
34128219,"La Belle Sauvage (The Book of Dust, #1)",Philip Pullman,"Pullman, Philip",,"=""0375815309""","=""9780375815300""",4,4.15,Alfred A. Knopf,Hardcover,449,2017,2017,2017/12/07,2017/12/05,,,read,"Serves as a prequel to the His Dark Materials trilogy, found the story to be slow but engaging. <br/><br/>The good parts, nicely written characters and minor hints and developments. The supporting characters are pretty well done too. The relationships between the characters and their daemons is always a pleasure to read. It's great to revisit the world of dust, witches, gyptians, daemons, Steam punk and magic. <br/><br/>The not so good parts, the story leans on references to the original trilogy quite a bit and there are several appearances by characters which I felt served no real purpose, and could have been done without.  The middle of the story drags on and at times felt interminably repetitive. <br/><br/>Though I'm interested in the next in the series,  considering the semi cliffhanger this ended on I suggest to my future self - wait for the series to compete",,,1,0
9307699,"La Belle Sauvage (Book of Dust, #1)",Philip Pullman,"Pullman, Philip",,"=""0385604416""","=""9780385604413""",4,4.15,David Fickling Books,Hardcover,546,2017,2017,2017/12/07,2017/02/15,,,read,,,,1,0
35288635,Daughters of the Night Sky,Aimie K. Runyan,"Runyan, Aimie K.",,"=""1542095867""","=""9781542095860""",3,4.17,Lake Union Publishing,Kindle Edition,318,2018,2018,2017/12/04,2017/12/02,,,read,,,,1,0
160378,The Death of Ivan Ilyich (Russian Texts),Leo Tolstoy,"Tolstoy, Leo",Michael Beresford,"=""185399359X""","=""9781853993596""",4,4.14,Bristol Classical Press,Paperback,160,1998,1886,2017/12/03,2017/11/28,,,read,"Great writing, made me actually feel some of the suffering that Ivan was going through.  It made me thoughtful enough to re-evaluate my own life, hope that it's one I'll be satisfied with. <br/><br/>Genuinely felt sorry for poor Ivan. <br/><br/>Don't worry Ivan, I hate your family too. I am glad you found peace.",,,1,0
34039808,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",3,4.61,Tor Books,ebook,1220,2017,2017,2017/11/27,2015/02/19,,,read,"tl;dr - Gripping story with fantastic revelations, spoiled by too much Shallan and not enough of anyone else.  <br/><br/><b>Story-wise, I'm glad to have re-read</b> the previous books just before release date. It greatly helped with picking up on references which would have been lost otherwise, there's so much going on it's easy to forget. The war is now a real thing, it's begun and hands are being revealed, even more mysteries are raising questions. <br/><br/><b>Dalinar was... amazing</b>.  The flashbacks combined with the finale, deftly woven together and blended in to the overall story, that writing felt like a piece of art in itself - well done to the author.  Of everyone in there, his development was the most enjoyable.  Around him, the story flowed and was truly brought to life.  Though not a king, he felt grander than one.  <br/><br/><b>Shallan was annoying</b>.  Sad to say I didn't enjoy reading her parts. She's doing too much, all the time.   One moment she's lamenting herself, the next she is playing multiple people, multiple powers, multiple quests, multiple achievements, multiple interests.  The result is that her part in the story is stretched-out, shallow and ultimately felt meaningless to me.  It's lucky that she was surrounded by others who progressed at a better, more meaningful rate. <br/><br/><b>Kaladin was reduced</b>.  Though featured, it sometimes felt like he was added in as an afterthought, with not enough 'meat'.  He fulfilled some roles but spent time running around. In the afterglow of finishing the book, his story was the least distinct.  Hmm.  I've seen this in other series before - the author starts ignoring one of the main characters, bringing others to the front and I sincerely hope this does not carry on in the next book.  I do half worry that at some point BranSan will simply kill him off.  Or worse, forget about him. <br/><br/><b>Jasnah was ignored</b> - she returns from the dead and... nothing?  I would have thought her relationship with her ward would have been explored further, but again, due to Shallan's superhero status, this part just falters.<br/><br/><b>Szeth felt fresh</b> - had not expected such a turnaround, and I feel his 'conflict' with everyone else will come to the fore in the next book, looking forward to it.  After all, the assassin is here, in the middle of the thing he started! <br/><br/>There are others who became a bit more interesting this time - Navani, Renarin.  And Wit. <br/><br/>Aside from the characters, something that really surprised me - the number of <b>typos</b> and spelling/grammatical mistakes.  Perhaps the proofreaders were enjoying themselves too much to notice?  Luckily - Kindle has a report content feature, so hopefully this made its way back to the publishers.  Or not.<br/><br/><b>Overall</b> - compared to the first two, this third book isn't as fast paced, nor does it have as many moments where you're experiencing this world for the first time.  Instead - the world building is pretty much done, people are now being moved into place and stories, conflicts and plots are progressing.  <br/><br/>As always, my favourite series.  I hope I am not dead by the time the 10th book is out.",true,,1,0
7421193,The Case of the Famished Parson (Chief Inspector Littlejohn #15),George Bellairs,"Bellairs, George",,"=""""","=""""",2,3.74,Gifford,Hardcover,,1949,1949,,2017/11/13,,,read,,,,2,0
23261279,Re: Monster Manga Vol 1,Kogitsune Kanekiru,"Kanekiru, Kogitsune",Kobayakawa Haruyoshi,"=""4434201883""","=""9784434201882""",1,3.95,アルファポリス (Alpha Polis),Comic,,2014,2012,2017/11/14,2017/11/12,,,read,,,,1,0
25451852,"Dawn of Wonder (The Wakening, #1)",Jonathan Renshaw,"Renshaw, Jonathan",,"=""""","=""""",2,4.35,Jonathan Renshaw,Kindle Edition,715,2015,2015,2017/11/09,2017/11/05,,,read,,,,1,0
30178957,"A Quiet Life in the Country (Lady Hardcastle Mysteries, #1)",T.E. Kinsey,"Kinsey, T.E.",,"=""""","=""""",1,3.91,Thomas & Mercer,Kindle Edition,257,2016,2016,2017/11/04,2017/11/02,,,read,,,,1,0
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",3,4.67,Tor Books,Hardcover,1007,2010,2010,2012/09/28,2011/10/31,fantasy,fantasy (#12),read,"Despite being one of the best books I've ever read, this book receives a low rating from me. Here's why: book 1 came out in 2010. Book 2 is coming out in 2013. This series is planned to be 10 books long. Which means, if everything is alright and there are no unexpected developments or surprised, at the absolute very least, it will take around 25 to 30 years for it to complete. <br/><br/>There's no way this can last. There are too many variables involved, especially for someone as busy as this particular author is.  The author may lose interest, or I might, or it might take longer.  I might be dead before this series is over. So I could end up going to go to my grave not knowing how this ends. <br/><br/>As for the story itself, it's fantastic - there are twists and turns constantly and the best part is how they are almost always completely unexpected. My favorite part is how nothing in the story is wasted. Every seemingly insignificant detail is significant and in some surprising way. The history, lore, flora, fauna, traditions, eccentricities are all thought out and explained well. <br/><br/>I'd definitely recommend this but only if at least 5 books of the series are already out and the storytelling hasn't faltered or gotten lost.<br/><br/>But until then, low rating.",,,2,0
