Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
37793080,Shin yami no koe (New Voices in the Dark),Junji Ito,"Ito, Junji",伊藤潤二,"=""""","=""""",4,3.86,,Unknown Binding,,,2006,2018/06/30,2018/06/30,,,read,,,,1,0
11921365,Voices in the Dark; 闇の声; Yami no Koe,Junji Ito,"Ito, Junji",伊藤潤二,"=""""","=""""",4,4.01,,,234,,2003,2018/06/30,2018/06/30,,,read,,,,1,0
16629675,"Silverthorn (The Riftwar Saga, #3)",Raymond E. Feist,"Feist, Raymond E.",,"=""0007370229""","=""""",2,4.11,Harper Voyager,Kindle Edition,401,2012,1985,2018/06/14,2018/05/31,,,read,,,,1,0
777423,"Claymore, Vol. 1: Silver-eyed Slayer (Claymore, #1)",Norihiro Yagi,"Yagi, Norihiro",,"=""1421506181""","=""9781421506180""",3,4.10,VIZ Media LLC,Paperback,187,2006,2002,2018/06/12,2018/04/29,,,read,,,,1,0
38220706,fault: milestone two,Munisix,"Munisix, Munisix",,"=""""","=""""",3,3.50,Sekai Project,ebook,,2015,,2018/06/02,2018/06/02,,,read,,,,1,0
38220685,fault: milestone one,Munisix,"Munisix, Munisix",,"=""""","=""""",3,3.62,Sekai Project,ebook,,2014,,2018/06/01,2018/06/01,,,read,,,,2,0
13810,"Magician: Master (The Riftwar Saga, #2)",Raymond E. Feist,"Feist, Raymond E.",,"=""0553564935""","=""9780553564938""",4,4.25,Spectra,Mass Market Paperback,499,1993,1982,2018/05/31,2018/05/27,,,read,"The first book, [b:Magician: Apprentice|13812|Magician  Apprentice (The Riftwar Saga, #1)|Raymond E. Feist|https://images.gr-assets.com/books/1408317983s/13812.jpg|15983] was a beginner's introduction to the world and in fact felt quite amateurish.  This sequel, Master, read a lot better.  The story really picks up in meaningful ways, and several threads are connected to each other.  The 'otherworlders' are nicely introduced and having Pug/Laurie's stories is a great way to view their way of life and structure.  <br/><br/>Very pleasant to read this new 'uplifted' story.",true,,1,0
2454986,"Fairy Tail, Vol. 01",Hiro Mashima,"Mashima, Hiro",William Flanagan,"=""0345501330""","=""9780345501332""",1,4.33,Del Rey,Paperback,208,2008,2006,2018/05/28,2018/05/26,,,read,,,,1,0
13812,"Magician: Apprentice (The Riftwar Saga, #1)",Raymond E. Feist,"Feist, Raymond E.",,"=""0553564943""","=""9780553564945""",3,4.17,Bantam Spectra,Mass Market Paperback,485,1994,1982,2018/05/27,2018/05/19,,,read,"Interesting premise. Having read [b:Daughter of the Empire|589979|Daughter of the Empire (The Empire Trilogy, #1)|Raymond E. Feist|https://images.gr-assets.com/books/1404668411s/589979.jpg|2960453] long before this, I only recently discovered it's part of a larger world.  This is an interesting look at the 'original' side of the rift.  The world is well introduced as are the 'mysterious' aliens from the other side.  ",,,1,0
25296,"The Dark Mirror (The Bridei Chronicles, #1)",Juliet Marillier,"Marillier, Juliet",,"=""0765348756""","=""9780765348753""",0,4.00,Tor Fantasy,Mass Market Paperback,561,2007,2004,,2018/05/19,to-read,to-read (#27),to-read,,,,0,0
13929,"Wildwood Dancing (Wildwood, #1)",Juliet Marillier,"Marillier, Juliet",,"=""0375833641""","=""9780375833649""",0,4.10,Alfred A. Knopf,Hardcover,407,2007,2006,,2018/05/19,to-read,to-read (#26),to-read,,,,0,0
8452340,"Shadowfell (Shadowfell, #1)",Juliet Marillier,"Marillier, Juliet",,"=""0375869549""","=""9780375869549""",0,3.94,Knopf Books for Young Readers,Hardcover,410,2012,2012,,2018/05/19,to-read,to-read (#25),to-read,,,,0,0
33257757,"Iron Gold (Red Rising Saga, #4)",Pierce Brown,"Brown, Pierce",,"=""042528591X""","=""9780425285916""",2,4.22,Del Rey,Hardcover,602,2018,2018,2018/02/01,2018/01/16,science-fiction,science-fiction (#197),read,"Sad to say, this just didn't work. The new characters introduced were simply not interesting to me. It was an immense struggle to focus on their stories, in fact it took half a month. Eventually finished but a valuable lesson learned - don't be afraid to stop reading a book no matter how fond of the series your are",,,1,0
33953603,Snapshot,Brandon Sanderson,"Sanderson, Brandon",,"=""1938570154""","=""9781938570155""",3,4.06,"Dragonsteel Entertainment, LLC",Kindle Edition,100,2017,2017,2018/01/06,2018/01/02,science-fiction,science-fiction (#196),read,,,,1,0
35506021,"All These Worlds (Bobiverse, #3)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",4,4.40,Worldbuilders Press,Kindle Edition,336,2017,2017,2018/03/03,2018/03/03,science-fiction,science-fiction (#199),read,,,,2,0
18774916,"Terra Formars, Vol. 1",Yu Sasuga,"Sasuga, Yu",Ken'ichi Tachibana,"=""1421571544""","=""9781421571546""",3,3.63,VIZ Media LLC,Paperback,216,2014,2012,2017/12/20,2017/12/16,science-fiction,science-fiction (#193),read,,,,1,0
26888198,"Star Wars: Darth Vader, Vol. 1: Vader",Kieron Gillen,"Gillen, Kieron","Adi Granov, Salvador Larroca","=""1302482602""","=""9781302482602""",3,4.22,Marvel,Kindle Edition,160,2015,2015,2017/12/31,2017/12/29,science-fiction,science-fiction (#195),read,,,,1,0
36454614,Persepolis Rising (The Expanse #7),James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",5,4.38,Orbit,Kindle Edition,499,2017,2017,2017/12/25,2017/12/20,science-fiction,science-fiction (#194),read,"This one caught me by surprise - I had no idea a new Expanse book was ready.  And so much had changed. If the Goodreads awards actually took place at a non-idiotic, somewhat-sensible time (end of the year) this likely deserved a place there. Unfortunately it's likely this book will be overlooked in the next cycle.  <br/><br/>James Holden is now Olden! The time period has shifted decades since the last book and the human universe looks a lot different than it did in the past.  And the Roci's crew is older, wiser.  The years have made them comfortable with each other in a way of a family.  <br/><br/>There's now a face to a more powerful enemy than before - the Laconians. I actually liked a lot of the people from their side.  Singh, with his inexperience, sent in as nothing more than a symbolic scapegoat.  They knew full well he would fail at his job.  Trejo, he just exudes warmth and villainy.  And above all, Duarte - his way of thinking big and long term.  <br/><br/>Most of the story is the crew of the Roci now on Medina station, fighting back against the cruel authority and working on their escape plan.  All the while fighting their own inner battles, it was quite insightful to see how unhinged Amos was getting, Bobbi with her brief taste of captaincy, Naomi+Jim and their inability to escape saving people again.  We see a lot of people at their prime, especially Naomi, Bobbi and their planning; despite knowing how the plans would go, it was still a thrill to read the planning and execution.  To see these old timers working here felt like them performing their swan song (albeit across the next 3 books)<br/><br/>What I liked most was the way the Expanse 'universe' had been set up for us in all the previous 6 books but it gets upended in a smooth, logical way to something I hadn't expected at all.  Further, I greatly disliked #6 (Babylon's Ashes) and it seems like a lot of the slowness there was just a goodbye to the 'younger' crew and making way for the 'older' more experienced.",true,,1,0
30134847,"Waking Gods (Themis Files, #2)",Sylvain Neuvel,"Neuvel, Sylvain",,"=""1101886722""","=""9781101886724""",3,4.00, Del Rey,Hardcover,336,2017,2017,2018/01/16,2017/11/27,science-fiction,science-fiction (#157),read,,,,1,0
25733990,"Sleeping Giants (Themis Files, #1)",Sylvain Neuvel,"Neuvel, Sylvain",,"=""1101886692""","=""9781101886694""",3,3.82,Del Rey,Hardcover,320,2016,2016,2018/01/14,2017/11/05,science-fiction,science-fiction (#191),read,"Enjoyable in terms of concept but the whole interview/conversation or report style really didn't work.  A lot of conversations occurred that simply wouldn't in such scenarios.   Some parts of it did work, except when they had to describe something that was happening.  ""Oh no I fell down, now I am lying in such-and-such position""<br/><br/>Did keep reading it though, for the scifi/alien story which was kept sufficiently mysterious and interesting.",true,,1,0
25353286,Provenance (Imperial Radch),Ann Leckie,"Leckie, Ann",,"=""""","=""""",4,3.84,Orbit,ebook,481,2017,2017,2017/10/12,2017/10/11,science-fiction,science-fiction (#190),read,"Enjoyable if you go in with the right expectations.  In the same universe as the Radch series, this is a much lighter/somewhat humorous story set in a specific, limited area.  There's a lot of talk and a minor bit of action, best not go in expecting the 'larger' scope of story as the Radch series did.<br/><br/>Overall found it enjoyable, and the main protag - Ingray - was pleasant to read, and her companions are each distinct and entertaining in themselves.  ",,,1,0
26133196,"The Void War (Empire Rising, #1)",D.J. Holmes,"Holmes, D.J.",,"=""""","=""""",1,4.32,,Kindle Edition,440,2015,2015,2017/09/25,2017/09/25,science-fiction,science-fiction (#188),read,,,,2,0
33396171,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",3,4.13,Tordotcom,ebook,156,2017,2017,2017/11/12,2017/11/05,science-fiction,science-fiction (#192),read,"Nice charming intro to the Murderbot; it's a short story but packed with insights into its personality.  Its dislike of people, attempts at hiding its emotional reactions, and even its deductive abilities. <br/><br/>Short, quick read, definitely worth picking up.  ",,,1,0
13651,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",4,4.25,Harper Voyager,Paperback,387,1994,1974,2017/10/07,2017/10/06,science-fiction,science-fiction (#189),read,"This story is actually more of a discussion on the various aspects, advantages disadvantages, beauty imperfections, hypocrisy debauchery... of anarchy, democracy, capitalism, socialism and everything in between. It will feel slow if you're expecting a paced sci-fi. There's no real climax and no real conclusion, keep that in mind and you'll enjoy this one",,,1,0
61901,"Diplomatic Immunity (Vorkosigan Saga, #13)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0743468023""","=""9780743468022""",4,4.20,Earthlight,Paperback,367,2003,2002,2017/08/19,2017/08/17,science-fiction,science-fiction (#185),read,"At last another great Miles story after the poor [b:Komarr|61884|Komarr (Vorkosigan Saga, #11)|Lois McMaster Bujold|https://images.gr-assets.com/books/1322572043s/61884.jpg|1129294] and [b:A Civil Campaign|61899|A Civil Campaign (Vorkosigan Saga, #12)|Lois McMaster Bujold|https://images.gr-assets.com/books/1386924032s/61899.jpg|1093445] -<br/> I'm glad I didn't abandon the series there.  Miles is back in form this time, not the bumbling Auditor he was in Komarr, but the original diplomat with his fast thinking, reasoning and his care for everyone, the guy in charge.  I believe this has been one of his best performances and looking at the publication order and the gap till the next, the author may have been deciding to end this at a high for him.  <br/><br/>It feels full circle as this time the story takes place in the Quaddie's zone, reminiscent of how everything first started in [b:Falling Free|61915|Falling Free (Vorkosigan Saga, #4)|Lois McMaster Bujold|https://images.gr-assets.com/books/1386922931s/61915.jpg|2277408] - and there was a reference to Silver and Leo in the ballet as well!  It's great to see a closure of sorts for Bel.  Ekaterin was slightly useful this time too, mostly by being out of the way, for which I was grateful.  ",true,,1,0
25563522,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""""","=""""",3,4.30,Pan,ebook,609,2015,2015,2017/09/03,2017/08/24,science-fiction,science-fiction (#186),read,"<b>Either you know what a monkey is or you don't know what a monkey is.  Stay consistent!</b><br/><br/>This novel was marred by a single moment.  A single, completely <i>unnecessary</i> moment.  It was meant to be minor, maybe even lighthearted, but it basically spoiled the rest of the story as I was then stuck with the stupidity of that moment throughout the book. <br/><br/>That moment is this - at one point, the crew of a ship did not know what a monkey was.  Yep, just that.  It was just casually thrown however if it had been a piece of forgotten information, that should have <i>reflected</i> throughout the book.  It wasn't reflected.  The crew used it a few times as an epithet (<i>these monkeys...</i>) demonstrating an understanding of monkey mannerisms, they knew of the verb <i>to ape</i>, at one point an oblique ancestry is mentioned (<i>distant monkey descendants...</i>).  Proofread.  Stay consistent in your backstory.  If you are truly going to pretend nobody knows what they are, then remove references to it.  If they have just discovered what they are, spend some time with the crew's reactions to this distant cousin.<br/><br/>The crew knew everything else though, somehow they knew ants and spiders and clowns.  <i>Clowns</i>.  In the context of the story, a lot of things could have been forgotten, I would expect <i>clowns</i> to be forgotten before monkeys.  <br/><br/>That's why it was a 'fly in the delicious pudding' - it was completely unnecessary and the story could have done simply without it.  Monkeys were mentioned, move on.  Pudding is good.<br/><br/>That aside, it's overall very imaginative and ambitious scifi with a satisfying ending.",,,1,0
33549785,Iron Gold,Pierce Brown,"Brown, Pierce",,"=""""","=""""",2,4.22,Hodderscape,Kindle Edition,624,2018,2018,2018/01/31,2017/09/24,science-fiction,science-fiction (#187),read,,,,2,0
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",4,4.27,Worldbuilders Press,Kindle Edition,383,2016,2016,2018/02/18,2017/08/08,science-fiction,science-fiction (#182),read,"Cleverly written with a good dose of humor, it's scifi that doesn't take itself too seriously.  And despite that there are some thought provoking scenarios that are presented in a very accessible way; space battles were a big one, the author did a good job of describing the distances and times involved, and the abilities of the replicants to work in milliseconds made it all the better.  Further challenges were the global 'earth' problems and solutions, the manufacturing, isolation of other replicants and how they evolved among themselves.  Really good range of topics. <br/><br/>Only negative - I didn't enjoy the excessive StarTrek/BSG/StarWars references, I think that could have been toned down.  <br/><br/>Also wanted to point out that IPv8 wasn't necessary - the IPv6 address space can cover far more than every galaxy and at that point in time the IANA would no longer be relevant, so address space allocation would be at Bob's discretion.",true,,2,0
13038653,"Mirror Dance (Vorkosigan Saga, #8)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""""","=""""",4,4.32,"Spectrum Literary Agency, Inc.",Kindle Edition,586,,1994,2017/08/09,2017/08/07,science-fiction,science-fiction (#181),read,"This felt like the darkest in the series so far, it's a bit about Mark and a bit about Miles, and some major changes to our well known characters.  The initial introduction to Mark makes him feel loathsome and towards the end, your feelings towards him have completely changed.  He redeems himself to himself and everyone else.  That made for some pretty good writing. <br/><br/> Does a great job of showcasing the differences between the two.  Ending felt a bit soppy but so far it's one of the best in the entire series",,,1,0
61884,"Komarr (Vorkosigan Saga, #11)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0671578081""","=""9780671578084""",2,4.29,Baen,Mass Market Paperback,366,1999,1998,2017/08/16,2017/08/15,science-fiction,science-fiction (#184),read,"I'm now of the opinion that the previous book in the chronology - [b:Memory|61880|Memory (Vorkosigan Saga, #10)|Lois McMaster Bujold|https://images.gr-assets.com/books/1460274588s/61880.jpg|3036720] - should have been the end of this saga.  The old Miles that we knew is absent, so is the scifi/space-opera aspect.  The investigation going on in this book is merely a side-act; the characters involved in that investigation exude stupidity.  The author does not normally write characters this half-baked and I wonder if the series has run its course or if they are trying to reinvent everything. <br/><br/>The quality of characters has been compromised to bring to the forefront a character that I absolutely did not care about - Ekaterin - who is going to be an important part of Miles life.  The presence of Ekaterin in the story really dampens Miles' role and and I feel restrains him from being his usual great self.  <br/><br/>A bigger decision for me now is whether to continue the series - and keep this spoiled taste in my mouth - or stop and let my <i>Memories</i> (hah!) remain about one of my fondest series.",,,1,0
296182,"Brothers in Arms (Vorkosigan Saga, #5)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0671697994""","=""9780671697990""",3,4.20,Baen Books,Mass Market Paperback,338,2001,1989,2017/08/07,2017/08/04,science-fiction,science-fiction (#180),read,,,,1,0
12621704,"Memory (Vorkosigan Saga, #10)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""""","=""""",3,4.43,"Spectrum Literary Agency, Inc.",Kindle Edition,484,,1996,2017/08/13,2017/08/12,science-fiction,science-fiction (#183),read,"Slowest of the Vorkosigan series - a lot of <i>nothing</i> happens, though it leads to the second half of the story, which was absolutely riveting. <br/><br/>But there's a lot more to this book - it's a big crossroads in the series.  A lot of major changes happening, our cast of characters are growing older, more mature and moving on with the new directions in their lives. <br/><br/><spoiler>Miles was fired from ImpSec.  Galeni, still under the label of Komarran, has to wade his way through prejudice. Emperor Gregor is getting married. Illyan is no longer ImpSec, his subordinate sabotaged his memory chip, but ever-brilliant Miles (who was on a long, utterly boring introspection leave) figured things out.  And became Imperial Auditor.   That probably ends his dealings with the Dendarii fleet... who will also be missed</spoiler><br/><br/>The next book, I think, will be crucial in terms of the Vorkosigan story - I will subconsciously (or consciously...) be comparing it with his time with the fleet and if found lacking, I'll attempt to forget anything happened after this. <br/><br/>Could have been 4 or 5 stars, if not for the filler and introspection going on.  <br/>",,,1,0
12779132,"The Warrior's Apprentice (Vorkosigan Saga, #2)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""""","=""""",3,4.27,"Spectrum Literary Agency, Inc.",Kindle Edition,372,,1986,2017/06/29,2017/06/25,science-fiction,science-fiction (#174),read,,,,1,0
18889962,Cetaganda (Vorkosigan Saga #6),Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""""","=""""",3,4.17,"Spectrum Literary Agency, Inc.",Kindle Edition,310,2012,1995,2017/07/23,2017/07/17,science-fiction,science-fiction (#177),read,,,,1,0
10587959,The Mountains of Mourning,Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""""","=""""",4,4.28,Amazon Digital Services,ebook,83,2011,1989,2017/07/03,2017/07/01,science-fiction,science-fiction (#175),read,,,,1,0
11423000,Labyrinth (Vorkosigan Saga),Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""""","=""""",3,4.15,Spectrum Literary Agency,Kindle Edition,120,2011,1989,2017/07/31,2017/07/29,science-fiction,science-fiction (#178),read,,,,1,0
11055279,Weatherman (Vorkosigan Saga),Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""""","=""""",3,4.26,"Spectrum Literary Agency, Inc.",Kindle Edition,109,2011,1990,2017/07/06,2017/07/03,science-fiction,science-fiction (#176),read,,,,1,0
27239544,"Death's End (Remembrance of Earth’s Past, #3)",Liu Cixin,"Cixin, Liu",,"=""""","=""""",5,4.41,Head of Zeus,Kindle Edition,608,2016,2010,2017/01/31,2017/01/28,science-fiction,science-fiction (#156),read,"This is for the trilogy as a whole.  Like many others are finding, it's hard to describe.  It starts with [b:The Three-Body Problem|20518872|The Three-Body Problem (Remembrance of Earth’s Past #1)|Liu Cixin|https://images.gr-assets.com/books/1415428227s/20518872.jpg|25696480] of a few people and small scope of mostly just Earth.  It then moves to [b:The Dark Forest|23168817|The Dark Forest (Remembrance of Earth’s Past, #2)|Cixin Liu|https://images.gr-assets.com/books/1412064931s/23168817.jpg|42713958] with more people involved and a larger scope of the solar system, nearby local cluster.  And finally it arrives at the finale of this journey with an absolutely massive scope.  However - just like the first book - it's not for everyone and a lot of it comes down to characterization.  None of the characters have any meaning, despite there being a protagonist, they are all props.  The real story is happening all around, and this is not a common concept in many other books, so this story can feel very dismal.  It is a bit of a mind shift and once accustomed to the author's tone, everything falls into place.  <br/><br/>This third book reads more as a documentary than as a story like the first two books.  Yet it's the most gripping of the three, and to be honest it's also the most terrifying.  Each new idea or concept that emerges is interesting and the author manages to turn it into yet another reason to fear everything.  <br/><br/>The main protagonist here, Cheng Xin, is a moron.  There isn't really a better way to put it, but for some reason it didn't seem to matter; the people just don't matter in the overall scheme of what's actually happening.  <br/><br/>What's most enjoyable about this is the fresh, complicated ideas crammed in every chapter.  It's like reading some Asimov for the first time, a new world of ideas and concepts opens up, those ideas are built upon, torn down, resurrected in new ways... there isn't a way to recreate it afterwards.  But the feeling lingers and it's enjoyable.  <br/><br/>I'll be having a look at some of the other offerings by this author but won't be expecting another journey like this one.",,,1,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",4,4.08,Tor Books,Hardcover,472,2014,2006,2017/01/21,2017/01/03,science-fiction,science-fiction (#172),read,"This isn't going to be for everyone, I could tell right away it's going to be a marmite.  It feels like ideological debates wrapped up inside a hard-scifi story.  <br/><br/>Character development is not a prime concern here, the characters are merely the props, the bigger story is happening at a larger scale.  I find this far more preferable - while authors always need characters to serve a 'purpose' in a story, quite often they will wrap the character up with some cringe inducing personality.  There are no qualms here, everyone is just an idea and the real focus here is the grand interstellar story.<br/><br/>Most enjoyable is the thought process - people thinking in long terms, decades, centuries; actions and consequences.  Deciphering and understanding what may seem like initially vague words or actions into concrete explanations.<br/><br/>I've not read something like this before which made it very interesting.  A lot of concepts used as part of strategies were very cleverly woven together, but enjoying them does require a bit of understanding up front, although the author did sometimes make an effort to put on a bit of exposition for concepts that weren't always understood.<br/><br/>The most interesting bit <spoiler>was the initial exclamation at sending two protons to Earth, to the actual process and explanation of their construction and their purpose on Earth.  It was both fascinating and terrifying at the same time.</spoiler><br/><br/>Furthermore, confirmed from seeing other reviews, listening to the audiobook for this one is a mistake.",,,1,0
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""""","=""""",3,4.40,Tor Books,Hardcover,512,2015,2008,2017/01/28,2017/01/21,science-fiction,science-fiction (#173),read,,,,1,0
27188723,"Counterstrike (Black Fleet Trilogy, #3)",Joshua Dalzelle,"Dalzelle, Joshua",,"=""""","=""""",3,4.18,,Kindle Edition,361,2015,2015,2016/11/14,2016/11/13,science-fiction,science-fiction (#171),read,,,,1,0
20706284,"Ancillary Sword (Imperial Radch, #2)",Ann Leckie,"Leckie, Ann",,"=""0316246654""","=""9780316246651""",3,4.08,Orbit,Paperback,359,2014,2014,2016/09/23,2016/08/22,science-fiction,science-fiction (#167),read,,,,1,0
23533039,"Ancillary Mercy (Imperial Radch, #3)",Ann Leckie,"Leckie, Ann",,"=""""","=""""",3,4.22,Orbit,Paperback,328,2015,2015,2016/09/27,2016/09/23,science-fiction,science-fiction (#169),read,,,,1,0
25652274,"Call to Arms (Black Fleet Trilogy, #2)",Joshua Dalzelle,"Dalzelle, Joshua",,"=""""","=""""",3,4.14,,Kindle Edition,332,2015,2015,2016/11/13,2016/11/08,science-fiction,science-fiction (#170),read,,,,1,0
28183825,"Babylon's Ashes (The Expanse, #6)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",2,4.25,Orbit,Kindle Edition,448,2016,2016,2016/12/25,2016/08/30,science-fiction,science-fiction (#168),read,,,,1,0
25201920,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky Chambers,"Chambers, Becky",,"=""""","=""""",1,4.17,Hodderscape,Kindle Edition,519,2015,2014,2016/08/07,2016/07/27,science-fiction,science-fiction (#165),read,"A crew of diverse happy happy species wander the galaxy in their happy happy ship, taking comfort in their diversity and quirkiness and happy happy camaraderie; accomplishing almost nothing related to the plotline but that's OK because they're all super besties!  A lot of subtext and conversations revolve around the concept of being yourself or figuring out who you are, at the expense of the actual story.  <br/><br/>Kizzy, I feel, is one of the most unlikable characters I have encountered in a long time; a zero responsibility adult who is, like, so quirky, but like such a zany nerd, like a really quirky nerd, you are reminded of the quirkiness every other sentence.<br/><br/>Rosemary, one of the main characters, feels like a background character.  Even her reveal, halfway through the book, felt forced and contrived. <br/><br/>For some reason, while reading this book I kept thinking of the phrase ""safe space"".  This book takes place in a safe space instead of outer space.  <br/>",true,,1,0
41810,"The Robots of Dawn (Robot, #3)",Isaac Asimov,"Asimov, Isaac",,"=""0553299492""","=""9780553299496""",4,4.20,Spectra,Mass Market Paperback,435,1994,1983,2016/05/04,2016/05/03,science-fiction,science-fiction (#162),read,,,,1,0
272773,"The Rest of the Robots (Robot, #0.2)",Isaac Asimov,"Asimov, Isaac",,"=""0586025944""","=""9780586025949""",4,4.09,Granada Publishing in Panther books,Mass Market Paperback,224,1968,1964,2016/07/30,2016/07/25,science-fiction,science-fiction (#164),read,,,,1,0
651964,"The Positronic Man (Robot, #0.6)",Isaac Asimov,"Asimov, Isaac",Robert Silverberg,"=""0553561219""","=""9780553561210""",5,4.13,Bantam/Spectra,Paperback,290,1994,1992,2016/08/13,2016/08/09,science-fiction,science-fiction (#166),read,"At the heart of it, this is a discussion or debate around what it means to be human.  This story was quite far from the rosy picture that the movie Bicentennial Man had painted, a lot more of it was around Andrew's pursuit of recognition and what he believed in.  <br/><br/>It's all hypothetical of course and would such a thing would never happen, I'd still be conflicted about what the right answer is around the questions that Andrew managed to raise time and time again.  <br/><br/>I felt sad for Andrew at times, especially towards the latter half as he was essentially alone even at death (despite Hsing being there).  ",true,,1,0
76688,"Robots and Empire (Robot, #4)",Isaac Asimov,"Asimov, Isaac",,"=""0586062009""","=""9780586062005""",3,4.23,Voyager,Mass Market Paperback,512,1996,1985,2016/05/07,2016/05/04,science-fiction,science-fiction (#163),read,,,,1,0
11225395,"The Naked Sun (Robot, #2)",Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",4,4.19,Spectra,Kindle Edition,271,2011,1958,2016/04/29,2016/04/28,science-fiction,science-fiction (#161),read,,,,1,0
19479023,Antimatter (Oxford Landmark Science),Frank Close,"Close, Frank",,"=""019162344X""","=""9780191623448""",3,4.03,Oxford University Press,Kindle Edition,166,2009,2009,2016/04/17,2016/04/12,"popular-science, science-fiction","popular-science (#37), science-fiction (#160)",read,,,,1,0
25649077,"Morning Star (Red Rising Saga, #3)",Pierce Brown,"Brown, Pierce",,"=""1444759086""","=""9781444759082""",4,4.53,Hodder & Soughton Ltd,Kindle Edition,545,2016,2016,2016/02/23,2015/03/23,science-fiction,science-fiction (#154),read,,,,1,0
24292492,"Warship (Black Fleet Trilogy, #1)",Joshua Dalzelle,"Dalzelle, Joshua",,"=""""","=""""",3,4.10,,Kindle Edition,310,2015,2015,2016/11/09,2015/03/17,science-fiction,science-fiction (#158),read,,,,1,0
25829217,Beautiful Intelligence,Stephen   Palmer,"Palmer, Stephen",,"=""""","=""""",2,3.42,infinity plus,Kindle Edition,330,2015,2015,2017/03/08,2015/07/31,science-fiction,science-fiction (#159),read,,,,1,0
18458886,"The Blight of Muirwood (Legends of Muirwood, #2)",Jeff Wheeler,"Wheeler, Jeff",,"=""1611096898""","=""9781611096897""",3,4.25,47North,Kindle Edition,466,2013,2011,2018/03/17,2018/03/12,fantasy,fantasy (#226),read,,,,3,0
17340656,"The Wretched of Muirwood (Legends of Muirwood, #1)",Jeff Wheeler,"Wheeler, Jeff",,"=""161109688X""","=""9781611096880""",3,4.11,47North ,Kindle Edition,300,2013,2011,2018/03/08,2018/03/06,fantasy,fantasy (#225),read,,,,2,0
18880394,The Lives of Tao,Wesley Chu,"Chu, Wesley",,"=""""","=""""",3,3.76,Angry Robot,Kindle Edition,464,2013,2013,2018/03/05,2018/02/14,fantasy,fantasy (#224),read,,,,2,0
36461972,"Air Raid Killer, The (Max Heller, Dresden Detective, 1)",Frank Goldammer,"Goldammer, Frank",Alexander Cendese,"=""1543674526""","=""9781543674521""",3,3.92,Brilliance Audio,MP3 CD,,2018,2016,2018/04/04,2018/04/03,historical-fiction,historical-fiction (#33),read,,,,1,0
32858905,"Candide: or, The Optimist",Voltaire,"Voltaire, Voltaire",,"=""3736417446""","=""9783736417441""",2,3.76,anboco,Kindle Edition,146,2016,1759,2018/04/08,2018/04/03,historical-fiction,historical-fiction (#32),read,,,,2,0
19047496,The Name Of The Rose,Umberto Eco,"Eco, Umberto",,"=""""","=""""",3,4.14,Vintage Digital,ebook,517,2012,1980,2018/04/01,2018/03/18,historical-fiction,historical-fiction (#31),read,,,,2,0
16692904,"The Red Knight (The Traitor Son Cycle, #1)",Miles  Cameron,"Cameron, Miles",,"=""""","=""""",1,4.10,Gollancz,Kindle Edition,657,2012,2012,2018/04/21,2017/03/06,fantasy,fantasy (#223),read,,,,2,0
12280500,"Conqueror (Conqueror, #5)",Conn Iggulden,"Iggulden, Conn",,"=""000727114X""","=""9780007271146""",3,4.46,HarperCollins,Paperback,546,2011,2011,2018/05/19,2018/05/19,historical-fiction,historical-fiction (#30),read,,,,1,0
7983832,"Khan: Empire of Silver (Conqueror, #4)",Conn Iggulden,"Iggulden, Conn",,"=""0385339542""","=""9780385339544""",0,4.34,Delacorte Press,Hardcover,387,2010,2010,2018/05/07,2018/05/05,historical-fiction,historical-fiction (#29),read,,,,1,0
